order_id,customer_id,product_id,category,quantity,price,order_date,total_amount,payment_method,country,order_year,order_month,order_day,order_dayofweek
ORDER_002032,CUST_00498,PROD_0181,Toys,1,133.63,2023-06-16,133.63,COD,Germany,2023,6,16,Friday
ORDER_002033,CUST_00816,PROD_0008,Clothing,1,105.94,2024-06-24,105.94,UPI,Australia,2024,6,24,Monday
ORDER_002034,CUST_00377,PROD_0199,Electronics,1,385.88,2024-11-03,385.88,Credit Card,UK,2024,11,3,Sunday
ORDER_002035,CUST_00089,PROD_0123,Home,1,449.92,2023-09-28,449.92,NetBanking,UK,2023,9,28,Thursday
ORDER_002036,CUST_00797,PROD_0116,Sports,1,317.23,2024-07-01,317.23,COD,UK,2024,7,1,Monday
ORDER_002037,CUST_00503,PROD_0102,Beauty,4,304.9,2024-01-31,1219.6,NetBanking,Germany,2024,1,31,Wednesday
ORDER_002038,CUST_00260,PROD_0084,Home,1,436.87,2024-10-13,436.87,NetBanking,USA,2024,10,13,Sunday
ORDER_002039,CUST_00938,PROD_0041,Electronics,1,36.5,2023-01-16,36.5,Credit Card,Canada,2023,1,16,Monday
ORDER_002040,CUST_00568,PROD_0091,Sports,1,125.99,2023-08-04,125.99,COD,UK,2023,8,4,Friday
ORDER_002041,CUST_00220,PROD_0178,Toys,1,265.32,2023-05-03,265.32,NetBanking,USA,2023,5,3,Wednesday
ORDER_002042,CUST_00357,PROD_0118,Sports,2,498.83,2024-05-30,997.66,COD,Australia,2024,5,30,Thursday
ORDER_002043,CUST_00589,PROD_0101,Beauty,1,472.66,2023-07-20,472.66,Credit Card,Germany,2023,7,20,Thursday
ORDER_002044,CUST_00622,PROD_0155,Electronics,2,218.78,2024-12-30,437.56,COD,USA,2024,12,30,Monday
ORDER_002045,CUST_00188,PROD_0113,Toys,1,264.07,2024-08-03,264.07,UPI,Germany,2024,8,3,Saturday
ORDER_002046,CUST_00882,PROD_0156,Home,1,161.85,2024-03-31,161.85,NetBanking,USA,2024,3,31,Sunday
ORDER_002047,CUST_00677,PROD_0023,Sports,3,84.96,2023-04-06,254.88,NetBanking,Canada,2023,4,6,Thursday
ORDER_002048,CUST_00014,PROD_0122,Electronics,1,163.9,2023-08-19,163.9,Debit Card,Germany,2023,8,19,Saturday
ORDER_002049,CUST_00599,PROD_0077,Sports,1,462.71,2024-02-14,462.71,Credit Card,UK,2024,2,14,Wednesday
ORDER_002050,CUST_00897,PROD_0102,Electronics,1,32.39,2023-03-22,32.39,NetBanking,Canada,2023,3,22,Wednesday
ORDER_002051,CUST_00097,PROD_0153,Sports,1,485.58,2024-03-10,485.58,UPI,Canada,2024,3,10,Sunday
ORDER_002052,CUST_00469,PROD_0194,Beauty,2,329.91,2024-06-17,659.82,UPI,Australia,2024,6,17,Monday
ORDER_002053,CUST_00072,PROD_0018,Sports,1,207.65,2024-10-22,207.65,COD,Canada,2024,10,22,Tuesday
ORDER_002054,CUST_00679,PROD_0151,Sports,1,209.43,2024-11-05,209.43,Credit Card,Germany,2024,11,5,Tuesday
ORDER_002055,CUST_00222,PROD_0119,Home,1,159.74,2023-10-13,159.74,Debit Card,Canada,2023,10,13,Friday
ORDER_002056,CUST_00967,PROD_0124,Electronics,3,248.03,2023-09-19,744.09,Credit Card,Germany,2023,9,19,Tuesday
ORDER_002057,CUST_00155,PROD_0102,Sports,2,164.01,2024-08-12,328.02,Credit Card,USA,2024,8,12,Monday
ORDER_002058,CUST_00259,PROD_0051,Clothing,1,101.49,2024-12-17,101.49,UPI,UK,2024,12,17,Tuesday
ORDER_002059,CUST_00129,PROD_0146,Clothing,1,198.75,2023-06-19,198.75,UPI,India,2023,6,19,Monday
ORDER_002060,CUST_00871,PROD_0036,Beauty,2,336.57,2024-07-18,673.14,NetBanking,USA,2024,7,18,Thursday
ORDER_002061,CUST_00717,PROD_0095,Beauty,1,196.7,2023-12-29,196.7,COD,Australia,2023,12,29,Friday
ORDER_002062,CUST_00897,PROD_0158,Beauty,1,438.5,2024-10-28,438.5,UPI,Canada,2024,10,28,Monday
ORDER_002063,CUST_00021,PROD_0003,Electronics,3,142.14,2024-01-29,426.42,Credit Card,India,2024,1,29,Monday
ORDER_002064,CUST_00065,PROD_0158,Home,1,261.0,2024-06-14,261.0,UPI,UK,2024,6,14,Friday
ORDER_002065,CUST_00742,PROD_0186,Home,1,395.29,2023-07-06,395.29,Debit Card,India,2023,7,6,Thursday
ORDER_002066,CUST_00267,PROD_0127,Electronics,1,59.39,2023-05-27,59.39,Debit Card,UK,2023,5,27,Saturday
ORDER_002067,CUST_00808,PROD_0174,Clothing,1,286.65,2024-09-04,286.65,UPI,UK,2024,9,4,Wednesday
ORDER_002068,CUST_00108,PROD_0074,Electronics,1,177.54,2024-01-07,177.54,Debit Card,Australia,2024,1,7,Sunday
ORDER_002069,CUST_00101,PROD_0065,Sports,4,139.65,2023-12-17,558.6,Credit Card,UK,2023,12,17,Sunday
ORDER_002070,CUST_00046,PROD_0138,Beauty,1,244.62,2024-01-18,244.62,UPI,Canada,2024,1,18,Thursday
ORDER_002071,CUST_00536,PROD_0170,Home,4,231.33,2024-02-28,925.32,Debit Card,UK,2024,2,28,Wednesday
ORDER_002072,CUST_00084,PROD_0133,Clothing,2,259.19,2024-12-07,518.38,NetBanking,Germany,2024,12,7,Saturday
ORDER_002073,CUST_00928,PROD_0058,Clothing,1,279.29,2024-04-20,279.29,NetBanking,Canada,2024,4,20,Saturday
ORDER_002074,CUST_00539,PROD_0188,Toys,1,63.02,2023-05-31,63.02,Credit Card,India,2023,5,31,Wednesday
ORDER_002075,CUST_00557,PROD_0097,Home,1,118.53,2024-03-07,118.53,Debit Card,Germany,2024,3,7,Thursday
ORDER_002076,CUST_00120,PROD_0096,Beauty,1,63.69,2024-04-26,63.69,NetBanking,Germany,2024,4,26,Friday
ORDER_002077,CUST_00342,PROD_0059,Home,1,260.71,2023-06-01,260.71,Credit Card,India,2023,6,1,Thursday
ORDER_002078,CUST_00418,PROD_0052,Beauty,1,118.15,2023-12-05,118.15,NetBanking,Canada,2023,12,5,Tuesday
ORDER_002079,CUST_00422,PROD_0197,Clothing,2,34.57,2023-09-22,69.14,Credit Card,Canada,2023,9,22,Friday
ORDER_002080,CUST_00953,PROD_0076,Home,1,312.27,2024-02-05,312.27,Debit Card,Germany,2024,2,5,Monday
ORDER_002081,CUST_00196,PROD_0154,Beauty,1,484.96,2024-07-27,484.96,Credit Card,Australia,2024,7,27,Saturday
ORDER_002082,CUST_00700,PROD_0132,Sports,1,487.43,2024-07-19,487.43,UPI,India,2024,7,19,Friday
ORDER_002083,CUST_00352,PROD_0112,Beauty,1,254.6,2023-01-30,254.6,Credit Card,India,2023,1,30,Monday
ORDER_002084,CUST_00126,PROD_0111,Sports,1,405.52,2023-12-10,405.52,Debit Card,Germany,2023,12,10,Sunday
ORDER_002085,CUST_00388,PROD_0096,Home,1,358.55,2023-08-12,358.55,NetBanking,UK,2023,8,12,Saturday
ORDER_002086,CUST_00971,PROD_0087,Electronics,1,57.9,2024-06-30,57.9,UPI,India,2024,6,30,Sunday
ORDER_002087,CUST_00796,PROD_0118,Electronics,1,179.92,2023-08-25,179.92,UPI,USA,2023,8,25,Friday
ORDER_002088,CUST_00244,PROD_0172,Sports,3,280.28,2023-09-04,840.84,COD,Canada,2023,9,4,Monday
ORDER_002089,CUST_00292,PROD_0085,Toys,1,54.04,2023-10-11,54.04,COD,USA,2023,10,11,Wednesday
ORDER_002090,CUST_00038,PROD_0190,Clothing,1,436.17,2024-10-22,436.17,UPI,Australia,2024,10,22,Tuesday
ORDER_002091,CUST_00804,PROD_0162,Sports,2,260.61,2023-09-06,521.22,NetBanking,USA,2023,9,6,Wednesday
ORDER_002092,CUST_00768,PROD_0121,Home,1,96.91,2024-06-12,96.91,Debit Card,UK,2024,6,12,Wednesday
ORDER_002093,CUST_00117,PROD_0190,Electronics,1,494.49,2024-03-08,494.49,Debit Card,Australia,2024,3,8,Friday
ORDER_002094,CUST_00612,PROD_0036,Clothing,2,69.19,2024-12-05,138.38,UPI,Australia,2024,12,5,Thursday
ORDER_002095,CUST_00147,PROD_0035,Beauty,3,335.05,2024-03-16,1005.15,Credit Card,USA,2024,3,16,Saturday
ORDER_002096,CUST_00591,PROD_0018,Electronics,1,159.57,2024-09-01,159.57,NetBanking,Canada,2024,9,1,Sunday
ORDER_002097,CUST_00895,PROD_0079,Clothing,1,228.59,2023-01-15,228.59,COD,UK,2023,1,15,Sunday
ORDER_002098,CUST_00321,PROD_0149,Clothing,2,464.03,2023-12-21,928.06,Debit Card,USA,2023,12,21,Thursday
ORDER_002099,CUST_00675,PROD_0029,Sports,1,377.75,2024-05-10,377.75,Credit Card,UK,2024,5,10,Friday
ORDER_002100,CUST_00530,PROD_0160,Home,1,203.3,2023-08-03,203.3,Debit Card,UK,2023,8,3,Thursday
ORDER_002101,CUST_00186,PROD_0114,Beauty,1,477.54,2023-09-07,477.54,COD,Germany,2023,9,7,Thursday
ORDER_002102,CUST_00393,PROD_0116,Clothing,1,32.1,2023-08-13,32.1,Debit Card,India,2023,8,13,Sunday
ORDER_002103,CUST_00992,PROD_0145,Clothing,1,59.56,2024-05-01,59.56,COD,Australia,2024,5,1,Wednesday
ORDER_002104,CUST_00585,PROD_0113,Clothing,1,173.13,2023-01-21,173.13,Credit Card,Australia,2023,1,21,Saturday
ORDER_002105,CUST_00728,PROD_0200,Electronics,1,197.3,2023-05-19,197.3,Debit Card,UK,2023,5,19,Friday
ORDER_002106,CUST_00741,PROD_0180,Clothing,1,69.56,2024-01-25,69.56,NetBanking,Germany,2024,1,25,Thursday
ORDER_002107,CUST_00870,PROD_0132,Sports,1,136.39,2024-10-18,136.39,UPI,India,2024,10,18,Friday
ORDER_002108,CUST_00325,PROD_0042,Electronics,1,167.81,2024-07-07,167.81,Credit Card,UK,2024,7,7,Sunday
ORDER_002109,CUST_00040,PROD_0069,Toys,1,103.93,2024-10-07,103.93,COD,UK,2024,10,7,Monday
ORDER_002110,CUST_00036,PROD_0056,Clothing,1,175.96,2024-12-30,175.96,UPI,Australia,2024,12,30,Monday
ORDER_002111,CUST_00958,PROD_0010,Home,1,325.9,2023-04-09,325.9,Debit Card,USA,2023,4,9,Sunday
ORDER_002112,CUST_00090,PROD_0155,Toys,1,280.64,2024-12-13,280.64,Credit Card,USA,2024,12,13,Friday
ORDER_002113,CUST_00463,PROD_0156,Clothing,1,151.61,2023-12-20,151.61,Credit Card,Germany,2023,12,20,Wednesday
ORDER_002114,CUST_00531,PROD_0156,Beauty,1,199.86,2023-09-03,199.86,Credit Card,Germany,2023,9,3,Sunday
ORDER_002115,CUST_00191,PROD_0200,Toys,1,22.04,2024-05-29,22.04,NetBanking,Germany,2024,5,29,Wednesday
ORDER_002116,CUST_00317,PROD_0115,Clothing,1,163.15,2023-08-27,163.15,NetBanking,Germany,2023,8,27,Sunday
ORDER_002117,CUST_00114,PROD_0086,Beauty,3,207.15,2023-09-07,621.45,COD,Germany,2023,9,7,Thursday
ORDER_002118,CUST_00436,PROD_0008,Home,1,188.08,2023-12-26,188.08,Debit Card,India,2023,12,26,Tuesday
ORDER_002119,CUST_00011,PROD_0024,Toys,1,178.38,2023-08-13,178.38,UPI,India,2023,8,13,Sunday
ORDER_002120,CUST_00365,PROD_0045,Electronics,2,75.0,2024-11-01,150.0,Debit Card,Canada,2024,11,1,Friday
ORDER_002121,CUST_00874,PROD_0022,Electronics,1,53.27,2024-04-22,53.27,Debit Card,Australia,2024,4,22,Monday
ORDER_002122,CUST_00335,PROD_0025,Toys,1,215.8,2023-03-07,215.8,UPI,UK,2023,3,7,Tuesday
ORDER_002123,CUST_00494,PROD_0193,Sports,1,297.48,2024-04-10,297.48,NetBanking,Germany,2024,4,10,Wednesday
ORDER_002124,CUST_00526,PROD_0006,Electronics,2,448.45,2024-06-14,896.9,Debit Card,Australia,2024,6,14,Friday
ORDER_002125,CUST_00376,PROD_0024,Toys,1,116.76,2023-12-07,116.76,Credit Card,Australia,2023,12,7,Thursday
ORDER_002126,CUST_00971,PROD_0132,Electronics,1,482.32,2023-10-13,482.32,COD,USA,2023,10,13,Friday
ORDER_002127,CUST_00434,PROD_0137,Beauty,1,495.8,2023-07-27,495.8,COD,Australia,2023,7,27,Thursday
ORDER_002128,CUST_00853,PROD_0005,Toys,4,350.93,2023-07-17,1403.72,UPI,India,2023,7,17,Monday
ORDER_002129,CUST_00452,PROD_0181,Electronics,2,171.18,2023-10-03,342.36,COD,India,2023,10,3,Tuesday
ORDER_002130,CUST_00116,PROD_0053,Sports,2,198.77,2024-10-13,397.54,Credit Card,UK,2024,10,13,Sunday
ORDER_002131,CUST_00820,PROD_0156,Beauty,1,486.77,2023-10-04,486.77,NetBanking,USA,2023,10,4,Wednesday
ORDER_002132,CUST_00888,PROD_0016,Toys,1,196.92,2024-06-11,196.92,NetBanking,Germany,2024,6,11,Tuesday
ORDER_002133,CUST_00784,PROD_0023,Home,1,295.64,2024-12-04,295.64,Credit Card,India,2024,12,4,Wednesday
ORDER_002134,CUST_00998,PROD_0085,Clothing,3,439.3,2023-05-11,1317.9,NetBanking,Canada,2023,5,11,Thursday
ORDER_002135,CUST_00388,PROD_0185,Sports,2,130.74,2023-03-12,261.48,COD,Canada,2023,3,12,Sunday
ORDER_002136,CUST_00744,PROD_0044,Sports,1,74.09,2023-08-02,74.09,Debit Card,UK,2023,8,2,Wednesday
ORDER_002137,CUST_00396,PROD_0107,Toys,1,41.55,2023-02-19,41.55,UPI,Australia,2023,2,19,Sunday
ORDER_002138,CUST_00447,PROD_0157,Sports,1,185.11,2024-06-11,185.11,COD,India,2024,6,11,Tuesday
ORDER_002139,CUST_00914,PROD_0187,Beauty,1,167.88,2024-12-08,167.88,NetBanking,Germany,2024,12,8,Sunday
ORDER_002140,CUST_00043,PROD_0162,Clothing,1,216.96,2024-09-27,216.96,Debit Card,Australia,2024,9,27,Friday
ORDER_002141,CUST_00568,PROD_0026,Beauty,1,394.23,2024-01-13,394.23,Credit Card,Germany,2024,1,13,Saturday
ORDER_002142,CUST_00635,PROD_0031,Beauty,1,223.95,2023-03-23,223.95,COD,Germany,2023,3,23,Thursday
ORDER_002143,CUST_00206,PROD_0092,Beauty,1,48.35,2024-03-06,48.35,NetBanking,Canada,2024,3,6,Wednesday
ORDER_002144,CUST_00593,PROD_0032,Electronics,1,345.39,2023-12-05,345.39,Debit Card,India,2023,12,5,Tuesday
ORDER_002145,CUST_00251,PROD_0066,Electronics,4,170.69,2023-11-29,682.76,UPI,Australia,2023,11,29,Wednesday
ORDER_002146,CUST_00757,PROD_0016,Beauty,1,366.72,2024-05-04,366.72,UPI,USA,2024,5,4,Saturday
ORDER_002147,CUST_00533,PROD_0186,Toys,1,300.71,2023-06-13,300.71,UPI,Australia,2023,6,13,Tuesday
ORDER_002148,CUST_00330,PROD_0035,Clothing,1,178.78,2023-06-09,178.78,COD,India,2023,6,9,Friday
ORDER_002149,CUST_00327,PROD_0023,Beauty,1,487.22,2024-08-17,487.22,Debit Card,Germany,2024,8,17,Saturday
ORDER_002150,CUST_00381,PROD_0122,Toys,1,449.01,2023-11-08,449.01,Debit Card,Canada,2023,11,8,Wednesday
ORDER_002151,CUST_00209,PROD_0075,Clothing,1,130.1,2024-01-21,130.1,COD,Australia,2024,1,21,Sunday
ORDER_002152,CUST_00539,PROD_0046,Electronics,1,394.57,2023-05-25,394.57,COD,USA,2023,5,25,Thursday
ORDER_002153,CUST_00659,PROD_0016,Electronics,3,284.77,2024-07-08,854.31,COD,India,2024,7,8,Monday
ORDER_002154,CUST_00166,PROD_0112,Sports,1,13.91,2024-04-23,13.91,COD,India,2024,4,23,Tuesday
ORDER_002155,CUST_00838,PROD_0147,Toys,1,297.31,2024-11-11,297.31,Credit Card,UK,2024,11,11,Monday
ORDER_002156,CUST_00686,PROD_0125,Beauty,3,138.43,2024-07-05,415.29,Credit Card,USA,2024,7,5,Friday
ORDER_002157,CUST_00855,PROD_0076,Clothing,1,341.03,2024-07-31,341.03,Credit Card,UK,2024,7,31,Wednesday
ORDER_002158,CUST_00069,PROD_0195,Home,1,455.3,2024-11-03,455.3,UPI,Germany,2024,11,3,Sunday
ORDER_002159,CUST_00929,PROD_0102,Electronics,1,64.88,2023-08-22,64.88,Credit Card,Australia,2023,8,22,Tuesday
ORDER_002160,CUST_00864,PROD_0061,Clothing,1,353.21,2023-03-03,353.21,COD,UK,2023,3,3,Friday
ORDER_002161,CUST_00112,PROD_0040,Sports,3,420.83,2023-02-08,1262.49,COD,USA,2023,2,8,Wednesday
ORDER_002162,CUST_00173,PROD_0189,Clothing,3,468.09,2024-02-25,1404.27,COD,UK,2024,2,25,Sunday
ORDER_002163,CUST_00115,PROD_0175,Home,2,38.73,2024-09-16,77.46,Credit Card,Germany,2024,9,16,Monday
ORDER_002164,CUST_00766,PROD_0090,Beauty,1,262.79,2024-01-13,262.79,UPI,USA,2024,1,13,Saturday
ORDER_002165,CUST_00448,PROD_0192,Clothing,2,113.04,2024-06-25,226.08,Debit Card,India,2024,6,25,Tuesday
ORDER_002166,CUST_00627,PROD_0080,Toys,1,495.92,2024-02-07,495.92,NetBanking,Germany,2024,2,7,Wednesday
ORDER_002167,CUST_00764,PROD_0084,Home,1,87.39,2023-05-09,87.39,Debit Card,USA,2023,5,9,Tuesday
ORDER_002168,CUST_00143,PROD_0084,Electronics,1,195.41,2023-11-14,195.41,NetBanking,USA,2023,11,14,Tuesday
ORDER_002169,CUST_00871,PROD_0155,Sports,1,287.88,2024-08-06,287.88,UPI,Canada,2024,8,6,Tuesday
ORDER_002170,CUST_00629,PROD_0137,Toys,1,218.17,2024-03-20,218.17,Debit Card,Germany,2024,3,20,Wednesday
ORDER_002171,CUST_00733,PROD_0046,Electronics,1,429.82,2024-09-08,429.82,Credit Card,Canada,2024,9,8,Sunday
ORDER_002172,CUST_00697,PROD_0100,Toys,1,78.03,2023-06-01,78.03,Credit Card,Australia,2023,6,1,Thursday
ORDER_002173,CUST_00239,PROD_0183,Beauty,1,379.47,2024-12-22,379.47,COD,India,2024,12,22,Sunday
ORDER_002174,CUST_00502,PROD_0160,Sports,1,443.72,2023-10-18,443.72,COD,UK,2023,10,18,Wednesday
ORDER_002175,CUST_00447,PROD_0161,Clothing,2,339.68,2023-04-29,679.36,COD,Australia,2023,4,29,Saturday
ORDER_002176,CUST_00032,PROD_0160,Toys,1,152.16,2024-01-09,152.16,NetBanking,USA,2024,1,9,Tuesday
ORDER_002177,CUST_00962,PROD_0070,Clothing,1,82.31,2023-08-23,82.31,NetBanking,India,2023,8,23,Wednesday
ORDER_002178,CUST_00532,PROD_0194,Toys,1,267.01,2023-11-03,267.01,Credit Card,India,2023,11,3,Friday
ORDER_002179,CUST_00992,PROD_0118,Electronics,1,102.53,2023-08-20,102.53,COD,Canada,2023,8,20,Sunday
ORDER_002180,CUST_00684,PROD_0172,Clothing,1,5.79,2024-09-07,5.79,UPI,Germany,2024,9,7,Saturday
ORDER_002181,CUST_00407,PROD_0036,Toys,1,5.58,2023-04-08,5.58,COD,Germany,2023,4,8,Saturday
ORDER_002182,CUST_00118,PROD_0117,Toys,1,94.44,2023-06-21,94.44,NetBanking,Australia,2023,6,21,Wednesday
ORDER_002183,CUST_00904,PROD_0192,Toys,1,114.75,2024-03-06,114.75,Debit Card,India,2024,3,6,Wednesday
ORDER_002184,CUST_00777,PROD_0152,Clothing,1,310.93,2023-11-14,310.93,Credit Card,UK,2023,11,14,Tuesday
ORDER_002185,CUST_00244,PROD_0039,Clothing,1,404.64,2024-12-17,404.64,Debit Card,India,2024,12,17,Tuesday
ORDER_002186,CUST_00340,PROD_0159,Clothing,2,459.8,2023-04-23,919.6,Debit Card,India,2023,4,23,Sunday
ORDER_002187,CUST_00726,PROD_0046,Sports,1,258.81,2023-06-26,258.81,COD,Australia,2023,6,26,Monday
ORDER_002188,CUST_00163,PROD_0116,Beauty,1,328.59,2023-07-06,328.59,UPI,Canada,2023,7,6,Thursday
ORDER_002189,CUST_00220,PROD_0038,Home,1,68.44,2023-12-13,68.44,Debit Card,India,2023,12,13,Wednesday
ORDER_002190,CUST_00335,PROD_0062,Toys,1,240.49,2024-08-14,240.49,UPI,Germany,2024,8,14,Wednesday
ORDER_002191,CUST_00241,PROD_0148,Electronics,1,96.47,2024-08-09,96.47,COD,India,2024,8,9,Friday
ORDER_002192,CUST_00021,PROD_0033,Electronics,1,319.31,2023-03-07,319.31,Debit Card,Germany,2023,3,7,Tuesday
ORDER_002193,CUST_00212,PROD_0038,Sports,1,111.81,2023-10-01,111.81,COD,USA,2023,10,1,Sunday
ORDER_002194,CUST_00469,PROD_0094,Sports,1,375.15,2024-08-13,375.15,Credit Card,UK,2024,8,13,Tuesday
ORDER_002195,CUST_00305,PROD_0054,Clothing,1,280.09,2024-03-04,280.09,UPI,Australia,2024,3,4,Monday
ORDER_002196,CUST_00825,PROD_0176,Clothing,1,158.12,2024-03-07,158.12,Debit Card,Australia,2024,3,7,Thursday
ORDER_002197,CUST_00484,PROD_0095,Clothing,1,158.09,2024-12-24,158.09,Credit Card,Germany,2024,12,24,Tuesday
ORDER_002198,CUST_00411,PROD_0140,Clothing,1,385.32,2024-02-13,385.32,UPI,India,2024,2,13,Tuesday
ORDER_002199,CUST_00643,PROD_0055,Electronics,4,198.52,2024-12-11,794.08,UPI,USA,2024,12,11,Wednesday
ORDER_002200,CUST_00356,PROD_0012,Sports,1,82.02,2024-08-30,82.02,Debit Card,Germany,2024,8,30,Friday
ORDER_002201,CUST_00699,PROD_0133,Home,1,158.51,2023-11-04,158.51,Debit Card,Germany,2023,11,4,Saturday
ORDER_002202,CUST_00580,PROD_0137,Sports,1,134.09,2024-08-18,134.09,NetBanking,USA,2024,8,18,Sunday
ORDER_002203,CUST_00443,PROD_0036,Home,2,200.96,2023-11-03,401.92,COD,Canada,2023,11,3,Friday
ORDER_002204,CUST_00400,PROD_0161,Toys,1,192.89,2023-10-04,192.89,Credit Card,India,2023,10,4,Wednesday
ORDER_002205,CUST_00742,PROD_0125,Electronics,1,435.3,2024-04-28,435.3,Debit Card,Germany,2024,4,28,Sunday
ORDER_002206,CUST_00956,PROD_0159,Sports,1,268.45,2023-10-30,268.45,UPI,UK,2023,10,30,Monday
ORDER_002207,CUST_00866,PROD_0071,Electronics,1,84.81,2024-06-13,84.81,Debit Card,India,2024,6,13,Thursday
ORDER_002208,CUST_00754,PROD_0137,Clothing,1,157.5,2023-07-17,157.5,Credit Card,UK,2023,7,17,Monday
ORDER_002209,CUST_00636,PROD_0029,Beauty,4,280.05,2023-08-16,1120.2,Debit Card,India,2023,8,16,Wednesday
ORDER_002210,CUST_00349,PROD_0072,Toys,1,136.88,2024-06-30,136.88,NetBanking,Canada,2024,6,30,Sunday
ORDER_002211,CUST_00715,PROD_0013,Clothing,1,460.51,2023-12-28,460.51,UPI,UK,2023,12,28,Thursday
ORDER_002212,CUST_00964,PROD_0052,Electronics,1,264.61,2024-03-31,264.61,Debit Card,Germany,2024,3,31,Sunday
ORDER_002213,CUST_00950,PROD_0060,Home,1,77.4,2023-02-28,77.4,Debit Card,Germany,2023,2,28,Tuesday
ORDER_002214,CUST_00606,PROD_0104,Clothing,1,66.63,2024-05-15,66.63,UPI,USA,2024,5,15,Wednesday
ORDER_002215,CUST_00491,PROD_0107,Sports,1,221.85,2023-07-16,221.85,NetBanking,India,2023,7,16,Sunday
ORDER_002216,CUST_00374,PROD_0138,Sports,1,260.65,2024-09-15,260.65,NetBanking,Germany,2024,9,15,Sunday
ORDER_002217,CUST_00180,PROD_0190,Toys,2,460.05,2024-07-02,920.1,NetBanking,UK,2024,7,2,Tuesday
ORDER_002218,CUST_00312,PROD_0047,Clothing,1,361.94,2024-03-02,361.94,COD,USA,2024,3,2,Saturday
ORDER_002219,CUST_00083,PROD_0194,Beauty,2,223.84,2024-03-20,447.68,NetBanking,Germany,2024,3,20,Wednesday
ORDER_002220,CUST_00324,PROD_0158,Beauty,3,263.71,2023-05-25,791.13,NetBanking,USA,2023,5,25,Thursday
ORDER_002221,CUST_00869,PROD_0082,Electronics,1,296.29,2023-08-03,296.29,UPI,Australia,2023,8,3,Thursday
ORDER_002222,CUST_00847,PROD_0027,Sports,1,119.01,2023-10-06,119.01,NetBanking,UK,2023,10,6,Friday
ORDER_002223,CUST_00264,PROD_0027,Clothing,2,357.75,2023-05-12,715.5,Debit Card,USA,2023,5,12,Friday
ORDER_002224,CUST_00666,PROD_0001,Beauty,1,368.3,2023-11-21,368.3,Debit Card,India,2023,11,21,Tuesday
ORDER_002225,CUST_00586,PROD_0076,Beauty,3,489.24,2023-05-25,1467.72,NetBanking,India,2023,5,25,Thursday
ORDER_002226,CUST_00011,PROD_0150,Home,1,439.94,2023-04-29,439.94,UPI,UK,2023,4,29,Saturday
ORDER_002227,CUST_00156,PROD_0084,Clothing,1,419.47,2023-11-21,419.47,Credit Card,Germany,2023,11,21,Tuesday
ORDER_002228,CUST_00329,PROD_0175,Clothing,1,472.91,2023-09-03,472.91,Credit Card,Germany,2023,9,3,Sunday
ORDER_002229,CUST_00737,PROD_0091,Home,1,287.73,2023-05-23,287.73,Credit Card,Canada,2023,5,23,Tuesday
ORDER_002230,CUST_00419,PROD_0149,Sports,1,55.92,2023-09-04,55.92,UPI,India,2023,9,4,Monday
ORDER_002231,CUST_00287,PROD_0184,Home,1,383.56,2023-04-06,383.56,Debit Card,India,2023,4,6,Thursday
ORDER_002232,CUST_00411,PROD_0063,Beauty,1,220.82,2024-04-15,220.82,COD,USA,2024,4,15,Monday
ORDER_002233,CUST_00868,PROD_0018,Sports,1,458.25,2024-08-29,458.25,NetBanking,Canada,2024,8,29,Thursday
ORDER_002234,CUST_00029,PROD_0034,Electronics,1,208.42,2023-09-08,208.42,UPI,Canada,2023,9,8,Friday
ORDER_002235,CUST_00552,PROD_0187,Sports,1,27.17,2023-04-19,27.17,COD,UK,2023,4,19,Wednesday
ORDER_002236,CUST_00383,PROD_0106,Home,1,85.42,2024-11-28,85.42,NetBanking,USA,2024,11,28,Thursday
ORDER_002237,CUST_00254,PROD_0188,Beauty,4,111.23,2023-09-30,444.92,Credit Card,Germany,2023,9,30,Saturday
ORDER_002238,CUST_00016,PROD_0078,Electronics,1,121.76,2023-07-14,121.76,NetBanking,USA,2023,7,14,Friday
ORDER_002239,CUST_00064,PROD_0098,Beauty,1,413.82,2023-02-22,413.82,NetBanking,Canada,2023,2,22,Wednesday
ORDER_002240,CUST_00525,PROD_0147,Sports,1,302.54,2024-06-09,302.54,Debit Card,Germany,2024,6,9,Sunday
ORDER_002241,CUST_00862,PROD_0070,Clothing,1,54.21,2023-03-03,54.21,Debit Card,USA,2023,3,3,Friday
ORDER_002242,CUST_00686,PROD_0099,Beauty,1,372.82,2024-04-20,372.82,UPI,Australia,2024,4,20,Saturday
ORDER_002243,CUST_00649,PROD_0110,Home,1,456.08,2023-03-19,456.08,Debit Card,Australia,2023,3,19,Sunday
ORDER_002244,CUST_00226,PROD_0075,Toys,1,55.73,2023-10-10,55.73,NetBanking,UK,2023,10,10,Tuesday
ORDER_002245,CUST_00705,PROD_0086,Home,1,318.66,2023-02-03,318.66,COD,UK,2023,2,3,Friday
ORDER_002246,CUST_00518,PROD_0022,Beauty,2,167.72,2024-04-21,335.44,Credit Card,UK,2024,4,21,Sunday
ORDER_002247,CUST_00799,PROD_0198,Sports,2,30.62,2024-02-03,61.24,NetBanking,Canada,2024,2,3,Saturday
ORDER_002248,CUST_00937,PROD_0012,Home,1,496.78,2024-05-04,496.78,UPI,USA,2024,5,4,Saturday
ORDER_002249,CUST_00234,PROD_0011,Electronics,1,276.08,2024-06-10,276.08,Debit Card,Canada,2024,6,10,Monday
